Year,EventName,Driver,Team,QualifyingTime (s),FinishingPosition,PointsIndex
2023,Japanese Grand Prix,STR,Aston Martin,91.181,18,0.9989714579583441
2023,Japanese Grand Prix,TSU,AlphaTauri,90.204,12,0.9989714579583441
2023,Japanese Grand Prix,VER,Red Bull Racing,88.877,1,1.0
2023,Japanese Grand Prix,ZHO,Alfa Romeo,91.398,13,1.0
2023,Qatar Grand Prix,ALB,Williams,85.707,13,0.9896177922540588
2023,Qatar Grand Prix,ALO,Aston Martin,84.369,6,0.9900249376558603
2023,Qatar Grand Prix,BOT,Alfa Romeo,85.058,8,0.9900249376558603
2023,Qatar Grand Prix,GAS,Alpine,84.553,12,0.9901267240063107
2023,Qatar Grand Prix,HAM,Mercedes,84.305,19,0.9911445875108148
2023,Qatar Grand Prix,HUL,Haas F1 Team,85.783,16,0.9911445875108148
2023,Qatar Grand Prix,LAW,AlphaTauri,86.635,17,0.9911445875108148
2023,Qatar Grand Prix,LEC,Ferrari,84.424,5,0.9923660237162196
2023,Qatar Grand Prix,MAG,Haas F1 Team,87.046,14,0.9923660237162196
2023,Qatar Grand Prix,NOR,McLaren,84.685,3,0.994198178024327
2023,Qatar Grand Prix,OCO,Alpine,84.763,7,0.9944017507252277
2023,Qatar Grand Prix,PER,Red Bull Racing,85.462,10,0.9944017507252277
2023,Qatar Grand Prix,PIA,McLaren,84.54,2,0.9959285459819838
2023,Qatar Grand Prix,RUS,Mercedes,84.219,4,0.9965392640846863
2023,Qatar Grand Prix,SAI,Ferrari,85.328,20,0.9973535548882895
2023,Qatar Grand Prix,SAR,Williams,86.21,18,0.9973535548882895
2023,Qatar Grand Prix,STR,Aston Martin,86.345,11,0.9973535548882895
2023,Qatar Grand Prix,TSU,AlphaTauri,85.301,15,0.9973535548882895
2023,Qatar Grand Prix,VER,Red Bull Racing,83.778,1,1.0
2023,Qatar Grand Prix,ZHO,Alfa Romeo,87.432,9,1.0
2023,United States Grand Prix,ALB,Williams,96.315,9,0.9897244748904448
2023,United States Grand Prix,ALO,Aston Martin,96.268,16,0.9905303984284491
2023,United States Grand Prix,BOT,Alfa Romeo,95.858,12,0.9909333601974513
2023,United States Grand Prix,GAS,Alpine,95.089,6,0.9909333601974513
2023,United States Grand Prix,HAM,Mercedes,94.862,19,0.9909333601974513
2023,United States Grand Prix,HUL,Haas F1 Team,96.235,11,0.9909333601974513
2023,United States Grand Prix,LEC,Ferrari,94.723,20,0.9919407646199567
2023,United States Grand Prix,MAG,Haas F1 Team,95.88,14,0.9919407646199567
2023,United States Grand Prix,NOR,McLaren,94.853,2,0.9934518712537148
2023,United States Grand Prix,OCO,Alpine,95.154,18,0.994056313907218
2023,United States Grand Prix,PER,Red Bull Racing,95.173,4,0.9941570543494685
2023,United States Grand Prix,PIA,McLaren,95.467,17,0.9959703823099784
2023,United States Grand Prix,RIC,AlphaTauri,95.974,15,0.9959703823099784
2023,United States Grand Prix,RUS,Mercedes,95.079,5,0.9971792676169848
2023,United States Grand Prix,SAI,Ferrari,94.945,3,0.9971792676169848
2023,United States Grand Prix,SAR,Williams,96.827,10,0.9971792676169848
2023,United States Grand Prix,STR,Aston Martin,96.589,7,0.9971792676169848
2023,United States Grand Prix,TSU,AlphaTauri,95.697,8,0.9971792676169848
2023,United States Grand Prix,VER,Red Bull Racing,95.008,1,0.9997985191154989
2023,United States Grand Prix,ZHO,Alfa Romeo,95.698,13,1.0
2023,Mexico City Grand Prix,ALB,Williams,78.828,9,0.9900284190058334
2023,Mexico City Grand Prix,ALO,Aston Martin,78.738,18,0.9900284190058334
2023,Mexico City Grand Prix,BOT,Alfa Romeo,78.016,15,0.9900284190058334
2023,Mexico City Grand Prix,GAS,Alpine,78.521,11,0.9908261454853667
2023,Mexico City Grand Prix,HAM,Mercedes,77.454,2,0.9908261454853667
2023,Mexico City Grand Prix,HUL,Haas F1 Team,78.524,13,0.9908261454853667
2023,Mexico City Grand Prix,LEC,Ferrari,77.166,3,0.9908261454853667
2023,Mexico City Grand Prix,MAG,Haas F1 Team,79.163,19,0.9908261454853667
2023,Mexico City Grand Prix,NOR,McLaren,81.554,5,0.9926210300643167
2023,Mexico City Grand Prix,OCO,Alpine,79.08,10,0.9926210300643167
2023,Mexico City Grand Prix,PER,Red Bull Racing,77.423,20,0.9938176197836167
2023,Mexico City Grand Prix,PIA,McLaren,77.623,8,0.9938176197836167
2023,Mexico City Grand Prix,RIC,AlphaTauri,77.382,7,0.9938176197836167
2023,Mexico City Grand Prix,RUS,Mercedes,77.673,6,0.9948147778830334
2023,Mexico City Grand Prix,SAI,Ferrari,77.233,4,0.9963105150321584
2023,Mexico City Grand Prix,SAR,Williams,78.30568421052632,16,0.9964102308421
2023,Mexico City Grand Prix,STR,Aston Martin,79.227,17,0.99700852570175
2023,Mexico City Grand Prix,TSU,AlphaTauri,78.89,12,0.9975071047514583
2023,Mexico City Grand Prix,VER,Red Bull Racing,77.263,1,1.0
2023,Mexico City Grand Prix,ZHO,Alfa Romeo,78.05,14,1.0
2023,São Paulo Grand Prix,ALB,Williams,70.621,19,0.9901288189131829
2023,São Paulo Grand Prix,ALO,Aston Martin,70.237,3,0.9901288189131829
2023,São Paulo Grand Prix,BOT,Alfa Romeo,70.955,16,0.9901288189131829
2023,São Paulo Grand Prix,GAS,Alpine,70.567,7,0.9901288189131829
2023,São Paulo Grand Prix,HAM,Mercedes,70.266,8,0.9920043433196782
2023,São Paulo Grand Prix,HUL,Haas F1 Team,70.475,12,0.9920043433196782
2023,São Paulo Grand Prix,LEC,Ferrari,70.303,20,0.9934850204827007
2023,São Paulo Grand Prix,MAG,Haas F1 Team,70.602,18,0.9934850204827007
2023,São Paulo Grand Prix,NOR,McLaren,70.021,2,0.9944721385913825
2023,São Paulo Grand Prix,OCO,Alpine,70.562,10,0.9945708504022507
2023,São Paulo Grand Prix,PER,Red Bull Racing,70.219,4,0.9945708504022507
2023,São Paulo Grand Prix,PIA,McLaren,70.33,14,0.9949656976457233
2023,São Paulo Grand Prix,RIC,AlphaTauri,70.843,13,0.9955579685109324
2023,São Paulo Grand Prix,RUS,Mercedes,70.316,15,0.9963476629978777
2023,São Paulo Grand Prix,SAI,Ferrari,70.254,6,0.9975322047282957
2023,São Paulo Grand Prix,SAR,Williams,71.035,11,0.9975322047282957
2023,São Paulo Grand Prix,STR,Aston Martin,70.375,5,0.9975322047282957
2023,São Paulo Grand Prix,TSU,AlphaTauri,70.837,9,0.9975322047282957
2023,São Paulo Grand Prix,VER,Red Bull Racing,70.162,1,1.0
2023,São Paulo Grand Prix,ZHO,Alfa Romeo,71.275,17,1.0
2023,Las Vegas Grand Prix,ALB,Williams,93.323,12,0.9900317615440997
2023,Las Vegas Grand Prix,ALO,Aston Martin,93.555,9,0.991497678964085
2023,Las Vegas Grand Prix,BOT,Alfa Romeo,93.525,17,0.991497678964085
2023,Las Vegas Grand Prix,GAS,Alpine,93.239,11,0.9920840459320791
2023,Las Vegas Grand Prix,HAM,Mercedes,93.837,7,0.9924749572440752
2023,Las Vegas Grand Prix,HUL,Haas F1 Team,93.979,19,0.9924749572440752
2023,Las Vegas Grand Prix,LEC,Ferrari,92.726,2,0.9924749572440752
2023,Las Vegas Grand Prix,MAG,Haas F1 Team,93.537,13,0.9924749572440752
2023,Las Vegas Grand Prix,NOR,McLaren,94.703,20,0.9943317859760566
2023,Las Vegas Grand Prix,OCO,Alpine,94.834,4,0.9944295138040558
2023,Las Vegas Grand Prix,PER,Red Bull Racing,93.855,3,0.995602247740044
2023,Las Vegas Grand Prix,PIA,McLaren,94.85,10,0.995602247740044
2023,Las Vegas Grand Prix,RIC,AlphaTauri,94.308,14,0.995602247740044
2023,Las Vegas Grand Prix,RUS,Mercedes,93.112,8,0.995602247740044
2023,Las Vegas Grand Prix,SAI,Ferrari,92.77,6,0.9963840703640362
2023,Las Vegas Grand Prix,SAR,Williams,93.513,16,0.9963840703640362
2023,Las Vegas Grand Prix,STR,Aston Martin,94.199,5,0.9973613486440264
2023,Las Vegas Grand Prix,TSU,AlphaTauri,96.447,18,0.9975568043000245
2023,Las Vegas Grand Prix,VER,Red Bull Racing,93.104,1,1.0
2023,Las Vegas Grand Prix,ZHO,Alfa Romeo,94.849,15,1.0
2023,Abu Dhabi Grand Prix,ALB,Williams,84.298,14,0.990130146596352
2023,Abu Dhabi Grand Prix,ALO,Aston Martin,84.084,7,0.9903236731336784
2023,Abu Dhabi Grand Prix,BOT,Alfa Romeo,84.788,19,0.9903236731336784
2023,Abu Dhabi Grand Prix,GAS,Alpine,84.078,13,0.9903236731336784
2023,Abu Dhabi Grand Prix,HAM,Mercedes,84.359,9,0.9909042527456577
2023,Abu Dhabi Grand Prix,HUL,Haas F1 Team,84.108,15,0.9909042527456577
2023,Abu Dhabi Grand Prix,LEC,Ferrari,83.584,2,0.9926459915815956
2023,Abu Dhabi Grand Prix,MAG,Haas F1 Team,84.764,20,0.9926459915815956
2023,Abu Dhabi Grand Prix,NOR,McLaren,83.816,5,0.9926459915815956
2023,Abu Dhabi Grand Prix,OCO,Alpine,84.391,12,0.9938071508055543
2023,Abu Dhabi Grand Prix,PER,Red Bull Racing,84.116,4,0.9952585998355025
2023,Abu Dhabi Grand Prix,PIA,McLaren,83.782,6,0.9954521263728289
2023,Abu Dhabi Grand Prix,RIC,AlphaTauri,84.442,11,0.9954521263728289
2023,Abu Dhabi Grand Prix,RUS,Mercedes,83.788,3,0.9958391794474817
2023,Abu Dhabi Grand Prix,SAI,Ferrari,84.738,18,0.9966132855967874
2023,Abu Dhabi Grand Prix,SAR,Williams,84.21647368421053,16,0.9966132855967874
2023,Abu Dhabi Grand Prix,STR,Aston Martin,84.405,10,0.9975809182834197
2023,Abu Dhabi Grand Prix,TSU,AlphaTauri,83.968,8,0.9975809182834197
2023,Abu Dhabi Grand Prix,VER,Red Bull Racing,83.445,1,1.0
2023,Abu Dhabi Grand Prix,ZHO,Alfa Romeo,85.159,17,1.0
2024,Bahrain Grand Prix,ALB,Williams,90.221,15,1.0
2024,Bahrain Grand Prix,ALO,Aston Martin,89.542,9,1.0
2024,Bahrain Grand Prix,BOT,Kick Sauber,90.756,19,1.0
2024,Bahrain Grand Prix,GAS,Alpine,90.948,18,1.0
2024,Bahrain Grand Prix,HAM,Mercedes,89.71,7,1.0
2024,Bahrain Grand Prix,HUL,Haas F1 Team,89.851,16,1.0
2024,Bahrain Grand Prix,LEC,Ferrari,89.165,4,1.0
2024,Bahrain Grand Prix,MAG,Haas F1 Team,90.529,12,1.0
2024,Bahrain Grand Prix,NOR,McLaren,89.614,6,1.0
2024,Bahrain Grand Prix,OCO,Alpine,90.793,17,1.0
2024,Bahrain Grand Prix,PER,Red Bull Racing,89.537,2,1.0
2024,Bahrain Grand Prix,PIA,McLaren,89.683,8,1.0
2024,Bahrain Grand Prix,RIC,RB,90.278,13,1.0
2024,Bahrain Grand Prix,RUS,Mercedes,89.485,5,1.0
2024,Bahrain Grand Prix,SAI,Ferrari,89.507,3,1.0
2024,Bahrain Grand Prix,SAR,Williams,90.77,20,1.0
2024,Bahrain Grand Prix,STR,Aston Martin,89.965,10,1.0
2024,Bahrain Grand Prix,TSU,RB,90.129,14,1.0
2024,Bahrain Grand Prix,VER,Red Bull Racing,89.179,1,1.0
2024,Bahrain Grand Prix,ZHO,Kick Sauber,90.757,11,1.0
2024,Saudi Arabian Grand Prix,ALB,Williams,88.98,11,0.9916518735306817
2024,Saudi Arabian Grand Prix,ALO,Aston Martin,87.846,5,0.9918437844839995
2024,Saudi Arabian Grand Prix,BEA,Ferrari,88.642,7,0.9918437844839995
2024,Saudi Arabian Grand Prix,BOT,Kick Sauber,89.179,17,0.9918437844839995
2024,Saudi Arabian Grand Prix,GAS,Alpine,89.479,20,0.9918437844839995
2024,Saudi Arabian Grand Prix,HAM,Mercedes,88.46,9,0.9924195173439524
2024,Saudi Arabian Grand Prix,HUL,Haas F1 Team,89.055,10,0.9924195173439524
2024,Saudi Arabian Grand Prix,LEC,Ferrari,87.791,3,0.9935709830638584
2024,Saudi Arabian Grand Prix,MAG,Haas F1 Team,89.02,12,0.9935709830638584
2024,Saudi Arabian Grand Prix,NOR,McLaren,88.132,8,0.994338626877129
2024,Saudi Arabian Grand Prix,OCO,Alpine,89.475,13,0.994338626877129
2024,Saudi Arabian Grand Prix,PER,Red Bull Racing,87.807,2,0.996065825456988
2024,Saudi Arabian Grand Prix,PIA,McLaren,88.089,4,0.9964496473636233
2024,Saudi Arabian Grand Prix,RIC,RB,89.025,16,0.9964496473636233
2024,Saudi Arabian Grand Prix,RUS,Mercedes,88.316,6,0.9974092021302116
2024,Saudi Arabian Grand Prix,SAR,Williams,89.526,14,0.9974092021302116
2024,Saudi Arabian Grand Prix,STR,Aston Martin,88.25,19,0.9975051576068704
2024,Saudi Arabian Grand Prix,TSU,RB,88.547,15,0.9975051576068704
2024,Saudi Arabian Grand Prix,VER,Red Bull Racing,87.472,1,1.0
2024,Saudi Arabian Grand Prix,ZHO,Kick Sauber,88.58373684210527,18,1.0
2024,Australian Grand Prix,ALB,Williams,77.13,11,0.9894611915499644
2024,Australian Grand Prix,ALO,Aston Martin,76.71,8,0.9904106337526704
2024,Australian Grand Prix,BOT,Kick Sauber,77.34,14,0.9904106337526704
2024,Australian Grand Prix,GAS,Alpine,77.982,13,0.9904106337526704
2024,Australian Grand Prix,HAM,Mercedes,76.96,18,0.9906005221932115
2024,Australian Grand Prix,HUL,Haas F1 Team,77.976,9,0.990695466413482
2024,Australian Grand Prix,LEC,Ferrari,76.304,2,0.9922145739378115
2024,Australian Grand Prix,MAG,Haas F1 Team,77.427,10,0.9922145739378115
2024,Australian Grand Prix,NOR,McLaren,76.315,3,0.9925943508188939
2024,Australian Grand Prix,OCO,Alpine,77.617,16,0.9925943508188939
2024,Australian Grand Prix,PER,Red Bull Racing,76.274,5,0.9943033467837645
2024,Australian Grand Prix,PIA,McLaren,76.572,4,0.9954426774270116
2024,Australian Grand Prix,RIC,RB,78.085,12,0.9954426774270116
2024,Australian Grand Prix,RUS,Mercedes,76.724,17,0.9962022311891764
2024,Australian Grand Prix,SAI,Ferrari,76.185,1,0.9976263944932352
2024,Australian Grand Prix,STR,Aston Martin,76.78,6,0.9976263944932352
2024,Australian Grand Prix,TSU,RB,76.788,7,0.9976263944932352
2024,Australian Grand Prix,VER,Red Bull Racing,75.915,19,1.0
2024,Australian Grand Prix,ZHO,Kick Sauber,78.188,15,1.0
2024,Japanese Grand Prix,ALB,Williams,89.714,20,0.9904085758615826
2024,Japanese Grand Prix,ALO,Aston Martin,88.686,6,0.9907847101415205
2024,Japanese Grand Prix,BOT,Kick Sauber,89.593,14,0.9907847101415205
2024,Japanese Grand Prix,GAS,Alpine,90.119,16,0.9907847101415205
2024,Japanese Grand Prix,HAM,Mercedes,88.766,9,0.9907847101415205
2024,Japanese Grand Prix,HUL,Haas F1 Team,89.494,11,0.9909727772814895
2024,Japanese Grand Prix,LEC,Ferrari,88.786,4,0.9927594151111947
2024,Japanese Grand Prix,MAG,Haas F1 Team,90.131,13,0.9928534486811792
2024,Japanese Grand Prix,NOR,McLaren,88.489,5,0.9942639522309464
2024,Japanese Grand Prix,OCO,Alpine,89.811,15,0.9942639522309464
2024,Japanese Grand Prix,PER,Red Bull Racing,88.263,2,0.9952042879307913
2024,Japanese Grand Prix,PIA,McLaren,88.76,8,0.9963326907706052
2024,Japanese Grand Prix,RIC,RB,89.472,19,0.9963326907706052
2024,Japanese Grand Prix,RUS,Mercedes,89.008,7,0.9963326907706052
2024,Japanese Grand Prix,SAI,Ferrari,88.682,3,0.9986835300202173
2024,Japanese Grand Prix,SAR,Williams,90.139,17,0.9986835300202173
2024,Japanese Grand Prix,STR,Aston Martin,90.024,12,0.9994357985800931
2024,Japanese Grand Prix,TSU,RB,89.413,10,1.0
2024,Japanese Grand Prix,VER,Red Bull Racing,88.197,1,1.0
2024,Japanese Grand Prix,ZHO,Kick Sauber,90.143,18,1.0
2024,Chinese Grand Prix,ALB,Williams,95.241,12,0.9904996972942766
2024,Chinese Grand Prix,ALO,Aston Martin,94.148,7,0.9912448190751176
2024,Chinese Grand Prix,BOT,Kick Sauber,94.665,20,0.9912448190751176
2024,Chinese Grand Prix,GAS,Alpine,95.287,13,0.9912448190751176
2024,Chinese Grand Prix,HAM,Mercedes,95.573,9,0.9914310995203278
2024,Chinese Grand Prix,HUL,Haas F1 Team,94.604,10,0.9914310995203278
2024,Chinese Grand Prix,LEC,Ferrari,94.289,4,0.9925487821915895
2024,Chinese Grand Prix,MAG,Haas F1 Team,95.516,16,0.9925487821915895
2024,Chinese Grand Prix,NOR,McLaren,94.165,2,0.9934801844176407
2024,Chinese Grand Prix,OCO,Alpine,95.223,11,0.9934801844176407
2024,Chinese Grand Prix,PER,Red Bull Racing,93.982,3,0.9951567084245332
2024,Chinese Grand Prix,PIA,McLaren,94.273,8,0.9955292693149537
2024,Chinese Grand Prix,RIC,RB,94.934,18,0.9955292693149537
2024,Chinese Grand Prix,RUS,Mercedes,94.433,6,0.9960881106505844
2024,Chinese Grand Prix,SAI,Ferrari,94.297,5,0.9974852139896614
2024,Chinese Grand Prix,SAR,Williams,96.358,17,0.9974852139896614
2024,Chinese Grand Prix,STR,Aston Martin,94.838,15,0.9974852139896614
2024,Chinese Grand Prix,TSU,RB,95.746,19,0.9975783542122666
2024,Chinese Grand Prix,VER,Red Bull Racing,93.66,1,1.0
2024,Chinese Grand Prix,ZHO,Kick Sauber,95.505,14,1.0
2024,Miami Grand Prix,ALB,Williams,88.343,18,0.9905891036582553
2024,Miami Grand Prix,ALO,Aston Martin,88.427,9,0.99123494948563
2024,Miami Grand Prix,BOT,Kick Sauber,88.463,16,0.99123494948563
2024,Miami Grand Prix,GAS,Alpine,87.976,12,0.99123494948563
2024,Miami Grand Prix,HAM,Mercedes,87.697,6,0.9914194768648799
2024,Miami Grand Prix,HUL,Haas F1 Team,88.146,11,0.9915117405545048
2024,Miami Grand Prix,LEC,Ferrari,87.382,3,0.9926189048300041
2024,Miami Grand Prix,MAG,Haas F1 Team,88.619,19,0.9926189048300041
2024,Miami Grand Prix,NOR,McLaren,87.594,1,0.9942796512432532
2024,Miami Grand Prix,OCO,Alpine,88.209,10,0.9942796512432532
2024,Miami Grand Prix,PER,Red Bull Racing,87.46,4,0.9956636065876274
2024,Miami Grand Prix,PIA,McLaren,87.675,13,0.9960326613461272
2024,Miami Grand Prix,RIC,RB,88.617,15,0.9960326613461272
2024,Miami Grand Prix,RUS,Mercedes,88.067,8,0.9967707708631268
2024,Miami Grand Prix,SAI,Ferrari,87.455,5,0.9976934077593763
2024,Miami Grand Prix,SAR,Williams,88.487,20,0.9976934077593763
2024,Miami Grand Prix,STR,Aston Martin,88.177,17,0.9976934077593763
2024,Miami Grand Prix,TSU,RB,88.167,7,0.9976934077593763
2024,Miami Grand Prix,VER,Red Bull Racing,87.241,2,1.0
2024,Miami Grand Prix,ZHO,Kick Sauber,88.824,14,1.0
2024,Emilia Romagna Grand Prix,ALB,Williams,76.2,20,0.9907674025321084
2024,Emilia Romagna Grand Prix,ALO,Aston Martin,76.917,19,0.9909502262443439
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,76.626,18,0.9909502262443439
2024,Emilia Romagna Grand Prix,GAS,Alpine,76.015,16,0.9909502262443439
2024,Emilia Romagna Grand Prix,HAM,Mercedes,75.504,6,0.9916815210932858
2024,Emilia Romagna Grand Prix,HUL,Haas F1 Team,75.569,11,0.9916815210932858
2024,Emilia Romagna Grand Prix,LEC,Ferrari,74.97,3,0.9930526989350519
2024,Emilia Romagna Grand Prix,MAG,Haas F1 Team,76.854,12,0.9930526989350519
2024,Emilia Romagna Grand Prix,NOR,McLaren,74.837,2,0.9953379953379954
2024,Emilia Romagna Grand Prix,OCO,Alpine,75.906,14,0.9954294071941131
2024,Emilia Romagna Grand Prix,PER,Red Bull Racing,75.706,8,0.9965263494675259
2024,Emilia Romagna Grand Prix,PIA,McLaren,74.82,4,0.9965263494675259
2024,Emilia Romagna Grand Prix,RIC,RB,75.674,13,0.9965263494675259
2024,Emilia Romagna Grand Prix,RUS,Mercedes,75.234,7,0.9968919968919969
2024,Emilia Romagna Grand Prix,SAI,Ferrari,75.233,5,0.9978061154531743
2024,Emilia Romagna Grand Prix,SAR,Williams,75.73657894736841,17,0.9978061154531743
2024,Emilia Romagna Grand Prix,STR,Aston Martin,75.992,9,0.9978061154531743
2024,Emilia Romagna Grand Prix,TSU,RB,75.358,10,0.9983545865898807
2024,Emilia Romagna Grand Prix,VER,Red Bull Racing,74.746,1,1.0
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,76.834,15,1.0
2024,Monaco Grand Prix,ALB,Williams,70.948,9,0.9907621247113164
2024,Monaco Grand Prix,ALO,Aston Martin,72.019,11,0.9907621247113164
2024,Monaco Grand Prix,BOT,Kick Sauber,72.512,13,0.9907621247113164
2024,Monaco Grand Prix,GAS,Alpine,70.896,10,0.9907621247113164
2024,Monaco Grand Prix,HAM,Mercedes,70.621,7,0.9914866639496446
2024,Monaco Grand Prix,HUL,Haas F1 Team,71.44,19,0.9914866639496446
2024,Monaco Grand Prix,LEC,Ferrari,70.27,1,0.9928451750215097
2024,Monaco Grand Prix,MAG,Haas F1 Team,71.725,20,0.9928451750215097
2024,Monaco Grand Prix,NOR,McLaren,70.542,4,0.9944753883077481
2024,Monaco Grand Prix,OCO,Alpine,71.285,17,0.9944753883077481
2024,Monaco Grand Prix,PER,Red Bull Racing,72.06,18,0.9948376579269121
2024,Monaco Grand Prix,PIA,McLaren,70.424,2,0.9959244667844043
2024,Monaco Grand Prix,RIC,RB,71.482,12,0.9959244667844043
2024,Monaco Grand Prix,RUS,Mercedes,70.543,5,0.9965584386179414
2024,Monaco Grand Prix,SAI,Ferrari,70.518,3,0.9974641126658516
2024,Monaco Grand Prix,SAR,Williams,72.02,15,0.9974641126658516
2024,Monaco Grand Prix,STR,Aston Martin,71.563,14,0.9976452474754336
2024,Monaco Grand Prix,TSU,RB,70.858,8,0.9977358148802246
2024,Monaco Grand Prix,VER,Red Bull Racing,70.567,6,1.0
2024,Monaco Grand Prix,ZHO,Kick Sauber,73.028,16,1.0
2024,Canadian Grand Prix,ALB,Williams,72.485,17,0.9910261587472518
2024,Canadian Grand Prix,ALO,Aston Martin,72.228,6,0.9910261587472518
2024,Canadian Grand Prix,BOT,Kick Sauber,73.366,13,0.9910261587472518
2024,Canadian Grand Prix,GAS,Alpine,72.94,9,0.9911158971597792
2024,Canadian Grand Prix,HAM,Mercedes,71.979,4,0.9917440660474717
2024,Canadian Grand Prix,HUL,Haas F1 Team,73.978,11,0.9917440660474717
2024,Canadian Grand Prix,LEC,Ferrari,72.691,19,0.9939875263606587
2024,Canadian Grand Prix,MAG,Haas F1 Team,72.916,12,0.9939875263606587
2024,Canadian Grand Prix,NOR,McLaren,72.021,2,0.9950643873109885
2024,Canadian Grand Prix,OCO,Alpine,73.435,10,0.9950643873109885
2024,Canadian Grand Prix,PER,Red Bull Racing,73.326,18,0.9950643873109885
2024,Canadian Grand Prix,PIA,McLaren,72.103,5,0.9966796787364831
2024,Canadian Grand Prix,RIC,RB,72.178,8,0.9966796787364831
2024,Canadian Grand Prix,RUS,Mercedes,71.742,3,0.997577062861758
2024,Canadian Grand Prix,SAI,Ferrari,72.728,16,0.9989231390496702
2024,Canadian Grand Prix,SAR,Williams,72.736,20,0.9989231390496702
2024,Canadian Grand Prix,STR,Aston Martin,72.659,7,0.9989231390496702
2024,Canadian Grand Prix,TSU,RB,72.303,14,0.9992820926997802
2024,Canadian Grand Prix,VER,Red Bull Racing,72.0,1,1.0
2024,Canadian Grand Prix,ZHO,Kick Sauber,74.292,15,1.0
2024,Spanish Grand Prix,ALB,Williams,73.153,18,0.9909297052154195
2024,Spanish Grand Prix,ALO,Aston Martin,72.128,12,0.9916411008847984
2024,Spanish Grand Prix,BOT,Kick Sauber,72.227,16,0.9916411008847984
2024,Spanish Grand Prix,GAS,Alpine,71.857,9,0.9918189498021431
2024,Spanish Grand Prix,HAM,Mercedes,71.701,3,0.9929749677648837
2024,Spanish Grand Prix,HUL,Haas F1 Team,72.31,11,0.9929749677648837
2024,Spanish Grand Prix,LEC,Ferrari,71.731,5,0.9929749677648837
2024,Spanish Grand Prix,MAG,Haas F1 Team,72.937,17,0.9929749677648837
2024,Spanish Grand Prix,NOR,McLaren,71.383,2,0.9945756080209862
2024,Spanish Grand Prix,OCO,Alpine,72.109,10,0.9946645324796586
2024,Spanish Grand Prix,PER,Red Bull Racing,72.054,8,0.9946645324796586
2024,Spanish Grand Prix,PIA,McLaren,72.011,7,0.9955537770663822
2024,Spanish Grand Prix,RIC,RB,73.075,15,0.9959094749010715
2024,Spanish Grand Prix,RUS,Mercedes,71.703,4,0.9972433417811569
2024,Spanish Grand Prix,SAI,Ferrari,71.736,6,0.9972433417811569
2024,Spanish Grand Prix,SAR,Williams,73.509,20,0.9972433417811569
2024,Spanish Grand Prix,STR,Aston Martin,72.372,14,0.997776888533191
2024,Spanish Grand Prix,TSU,RB,72.985,19,0.997776888533191
2024,Spanish Grand Prix,VER,Red Bull Racing,71.403,1,1.0
2024,Spanish Grand Prix,ZHO,Kick Sauber,72.738,13,1.0
2024,Austrian Grand Prix,ALB,Williams,65.736,15,0.9910112359550561
2024,Austrian Grand Prix,ALO,Aston Martin,65.639,18,0.9910112359550561
2024,Austrian Grand Prix,BOT,Kick Sauber,65.847,16,0.9910112359550561
2024,Austrian Grand Prix,GAS,Alpine,65.359,10,0.9911874862304473
2024,Austrian Grand Prix,HAM,Mercedes,64.903,4,0.9925093632958801
2024,Austrian Grand Prix,HUL,Haas F1 Team,65.262,6,0.9925093632958801
2024,Austrian Grand Prix,LEC,Ferrari,65.044,11,0.9933906146728354
2024,Austrian Grand Prix,MAG,Haas F1 Team,65.347,8,0.9933906146728354
2024,Austrian Grand Prix,NOR,McLaren,64.718,20,0.9950649922890504
2024,Austrian Grand Prix,OCO,Alpine,65.274,12,0.995153117426746
2024,Austrian Grand Prix,PER,Red Bull Racing,65.144,7,0.9955056179775281
2024,Austrian Grand Prix,PIA,McLaren,65.048,2,0.9960343688037012
2024,Austrian Grand Prix,RIC,RB,65.289,9,0.9960343688037012
2024,Austrian Grand Prix,RUS,Mercedes,64.84,1,0.9970918704560476
2024,Austrian Grand Prix,SAI,Ferrari,64.851,3,0.9977968715576118
2024,Austrian Grand Prix,SAR,Williams,65.856,19,0.9977968715576118
2024,Austrian Grand Prix,STR,Aston Martin,65.819,13,0.9977968715576118
2024,Austrian Grand Prix,TSU,RB,65.412,14,0.9977968715576118
2024,Austrian Grand Prix,VER,Red Bull Racing,64.314,5,1.0
2024,Austrian Grand Prix,ZHO,Kick Sauber,66.061,17,1.0
2024,British Grand Prix,ALB,Williams,86.64,9,0.9911778835655326
2024,British Grand Prix,ALO,Aston Martin,86.73,8,0.9911778835655326
2024,British Grand Prix,BOT,Kick Sauber,92.431,15,0.9911778835655326
2024,British Grand Prix,GAS,Alpine,99.804,20,0.9912652312530026
2024,British Grand Prix,HAM,Mercedes,85.99,1,0.9923134035026423
2024,British Grand Prix,HUL,Haas F1 Team,86.338,6,0.9930121850024021
2024,British Grand Prix,LEC,Ferrari,87.097,14,0.9930121850024021
2024,British Grand Prix,MAG,Haas F1 Team,92.905,12,0.993361575752282
2024,British Grand Prix,NOR,McLaren,86.03,3,0.993361575752282
2024,British Grand Prix,OCO,Alpine,94.557,16,0.993361575752282
2024,British Grand Prix,PER,Red Bull Racing,98.348,17,0.9938856618771018
2024,British Grand Prix,PIA,McLaren,86.237,4,0.9954579202515613
2024,British Grand Prix,RIC,RB,87.949,13,0.9956326156265013
